,0
Add_lay_back_storage_atmosphere,0.0
Add_lay_back_storage_relative_humidity,0.0
Add_lay_back_surface_treatment_before_next_deposition_step,0.0
Cell_flexible_min_bending_radius,0.0
Backcontact_additives_concentrations,0.0
Cell_semitransparent_raw_data,0.0
Add_lay_front_additives_compounds,0.0
Substrate_surface_roughness_rms,0.0
Encapsulation_oxygen_transmission_rate,0.0
Add_lay_back_deposition_synthesis_atmosphere_pressure_total,0.0
Add_lay_back_deposition_aggregation_state_of_reactants,0.0
Add_lay_front_deposition_synthesis_atmosphere_pressure_total,0.0
Add_lay_back_deposition_procedure,0.0
Add_lay_front_deposition_synthesis_atmosphere_pressure_partial,0.0
Add_lay_front_deposition_synthesis_atmosphere_relative_humidity,0.0
Add_lay_front_deposition_solvents,0.0
Add_lay_front_deposition_solvents_mixing_ratios,0.0
Add_lay_front_deposition_solvents_supplier,0.0
Add_lay_front_deposition_solvents_purity,0.0
Add_lay_front_deposition_reaction_solutions_compounds,0.0
Add_lay_front_deposition_reaction_solutions_compounds_supplier,0.0
Add_lay_front_deposition_reaction_solutions_compounds_purity,0.0
Add_lay_front_deposition_reaction_solutions_concentrations,0.0
Add_lay_front_deposition_reaction_solutions_volumes,0.0
Add_lay_front_deposition_reaction_solutions_age,0.0
Add_lay_front_deposition_reaction_solutions_temperature,0.0
Add_lay_front_deposition_substrate_temperature,0.0
Add_lay_front_deposition_thermal_annealing_temperature,0.0
Add_lay_front_deposition_thermal_annealing_time,0.0
Add_lay_front_deposition_thermal_annealing_atmosphere,0.0
Add_lay_front_storage_time_until_next_deposition_step,0.0
Add_lay_front_storage_atmosphere,0.0
Add_lay_front_storage_relative_humidity,0.0
Add_lay_front_surface_treatment_before_next_deposition_step,0.0
Backcontact_deposition_solvents_purity,0.0
Add_lay_front_deposition_aggregation_state_of_reactants,0.0
Cell_semitransparent_AVT,0.0
Add_lay_front_additives_concentrations,0.0
Backcontact_deposition_reaction_solutions_age,0.0
Add_lay_back_additives_concentrations,0.0
Add_lay_back_additives_compounds,0.0
